HAWTHORNE	"Why," observed I, taking a perverse view of the winged boy and the bow and arrows, "it looks more like Cupid's tomb than an Indian chief's." "You talk nonsense," said the sculptor, with the offended pride of art. He then added with his usual good-nature, "How can Cupid die when there are such pretty maidens in the Vineyard?" "Very true," answered I; and for the rest of the day I thought of other matters than tombstones. At our next meeting I found him chiselling an open book upon a marble headstone, and concluded that it was meant to express the erudition of some black-letter clergyman of the Cotton Mather school. It turned out, however, to be emblematical of the scriptural knowledge of an old woman who had never read anything but her Bible, and the monument was a tribute to her piety and good works from the orthodox church of which she had been a member. In strange contrast with this Christian woman's memorial was that of an infidel whose gravestone, by his own direction, bore an avowal of his belief that the spirit within him would be extinguished like a flame, and that the nothingness whence he sprang would receive him again. Mr. Wigglesworth consulted me as to the propriety of enabling a dead man's dust to utter this dreadful creed. "If I thought," said he, "that a single mortal would read the inscription without a shudder, my chisel should never cut a letter of it. But when the grave speaks such falsehoods, the soul of man will know the truth by its own horror." "So it will," said I, struck by the idea. "The poor infidel may strive to preach blasphemies from his grave, but it will be only another method of impressing the soul with a consciousness of immortality."
HAWTHORNE	"And yet," said I afterward to Mr. Wigglesworth, "they might have made a better choice than this. While you were discussing the subject I was struck by at least a dozen simple and natural expressions from the lips of both mother and daughter. One of these would have formed an inscription equally original and appropriate." "No, no!" replied the sculptor, shaking his head; "there is a good deal of comfort to be gathered from these little old scraps of poetry, and so I always recommend them in preference to any new-fangled ones. And somehow they seem to stretch to suit a great grief and shrink to fit a small one." It was not seldom that ludicrous images were excited by what took place between Mr. Wigglesworth and his customers. A shrewd gentlewoman who kept a tavern in the town was anxious to obtain two or three gravestones for the deceased members of her family, and to pay for these solemn commodities by taking the sculptor to board. Hereupon a fantasy arose in my mind of good Mr. Wigglesworth sitting down to dinner at a broad, flat tombstone carving one of his own plump little marble cherubs, gnawing a pair of crossbones and drinking out of a hollow death's-head or perhaps a lachrymatory vase or sepulchral urn, while his hostess's dead children waited on him at the ghastly banquet. On communicating this nonsensical picture to the old man he laughed heartily and pronounced my humor to be of the right sort. "I have lived at such a table all my days," said he, "and eaten no small quantity of slate and marble."
HAWTHORNE	"And so, Peter, you won't even consider of the business?" said Mr. John Brown, buttoning his surtout over the snug rotundity of his person and drawing on his gloves. "You positively refuse to let me have this crazy old house, and the land under and adjoining, at the price named?" "Neither at that, nor treble the sum," responded the gaunt, grizzled and threadbare Peter Goldthwaite. "The fact is, Mr. Brown, you must find another site for your brick block and be content to leave my estate with the present owner. Next summer I intend to put a splendid new mansion over the cellar of the old house." "Pho, Peter!" cried Mr. Brown as he opened the kitchen door; "content yourself with building castles in the air, where house-lots are cheaper than on earth, to say nothing of the cost of bricks and mortar. Such foundations are solid enough for your edifices, while this underneath us is just the thing for mine; and so we may both be suited. What say you, again?" "Precisely what I said before, Mr. Brown," answered Peter Goldthwaite. "And, as for castles in the air, mine may not be as magnificent as that sort of architecture, but perhaps as substantial, Mr. Brown, as the very respectable brick block with dry-goods stores, tailors' shops and banking-rooms on the lower floor, and lawyers' offices in the second story, which you are so anxious to substitute." "And the cost, Peter? Eh?" said Mr. Brown as he withdrew in something of a pet. "That, I suppose, will be provided for off-hand by drawing a check on Bubble Bank?"
HAWTHORNE	He knocked. "The portraits--are they within?" inquired he of the domestic; then, recollecting himself, "Your master and mistress--are they at home?" "They are, sir," said the servant, adding, as he noticed that picturesque aspect of which the painter could never divest himself, "and the portraits too." The guest was admitted into a parlor communicating by a central door with an interior room of the same size. As the first apartment was empty, he passed to the entrance of the second, within which his eyes were greeted by those living personages, as well as their pictured representatives, who had long been the objects of so singular an interest. He involuntarily paused on the threshold. They had not perceived his approach. Walter and Elinor were standing before the portraits, whence the former had just flung back the rich and voluminous folds of the silken curtain, holding its golden tassel with one hand, while the other grasped that of his bride. The pictures, concealed for months, gleamed forth again in undiminished splendor, appearing to throw a sombre light across the room rather than to be disclosed by a borrowed radiance. That of Elinor had been almost prophetic. A pensiveness, and next a gentle sorrow, had successively dwelt upon her countenance, deepening with the lapse of time into a quiet anguish. A mixture of affright would now have made it the very expression of the portrait. Walter's face was moody and dull or animated only by fitful flashes which left a heavier darkness for their momentary illumination. He looked from Elinor to her portrait, and thence to his own, in the contemplation of which he finally stood absorbed.
HAWTHORNE	"Of that Edward Randolph," exclaimed Captain Lincoln, "who obtained the repeal of the first provincial charter, under which our forefathers had enjoyed almost democratic privileges--he that was styled the arch-enemy of New England, and whose memory is still held in detestation as the destroyer of our liberties?" "It was the same Randolph," answered Hutchinson, moving uneasily in his chair. "It was his lot to taste the bitterness of popular odium." "Our annals tell us," continued the captain of Castle William, "that the curse of the people followed this Randolph where he went and wrought evil in all the subsequent events of his life, and that its effect was seen, likewise, in the manner of his death. They say, too, that the inward misery of that curse worked itself outward and was visible on the wretched man's countenance, making it too horrible to be looked upon. If so, and if this picture truly represented his aspect, it was in mercy that the cloud of blackness has gathered over it." "These traditions are folly to one who has proved, as I have, how little of historic truth lies at the bottom," said the lieutenant-governor. "As regards the life and character of Edward Randolph, too implicit credence has been given to Dr. Cotton Mather, who--I must say it, though some of his blood runs in my veins--has filled our early history with old women's tales as fanciful and extravagant as those of Greece or Rome." "And yet," whispered Alice Vane, "may not such fables have a moral? And methinks, if the visage of this portrait be so dreadful, it is not without a cause that it has hung so long in a chamber of the province-house. When the rulers feel themselves irresponsible, it were well that they should be reminded of the awful weight of a people's curse."
HAWTHORNE	"I say, Peter!" cried Mr. Brown, again; "what the devil are you about there, that I hear such a racket whenever I pass by? You are repairing the old house, I suppose, making a new one of it? Eh?" "Too late for that, I am afraid, Mr. Brown," replied Peter. "If I make it new, it will be new inside and out, from the cellar upward." "Had not you better let me take the job?" said Mr. Brown, significantly. "Not yet," answered Peter, hastily shutting the window; for ever since he had been in search of the treasure he hated to have people stare at him. As he drew back, ashamed of his outward poverty, yet proud of the secret wealth within his grasp, a haughty smile shone out on Peter's visage with precisely the effect of the dim sunbeams in the squalid chamber. He endeavored to assume such a mien as his ancestor had probably worn when he gloried in the building of a strong house for a home to many generations of his posterity. But the chamber was very dark to his snow-dazzled eyes, and very dismal, too, in contrast with the living scene that he had just looked upon. His brief glimpse into the street had given him a forcible impression of the manner in which the world kept itself cheerful and prosperous by social pleasures and an intercourse of business, while he in seclusion was pursuing an object that might possibly be a phantasm by a method which most people would call madness. It is one great advantage of a gregarious mode of life that each person rectifies his mind by other minds and squares his conduct to that of his neighbors, so as seldom to be lost in eccentricity. Peter Goldthwaite had exposed himself to this influence by merely looking out of the window. For a while he doubted whether there were any hidden chest of gold, and in that case whether it was so exceedingly wise to tear the house down only to be convinced of its non-existence.
HAWTHORNE	Now we turn the corner. Here are hacks with two horses and stage-coaches with four thundering to meet each other, and trucks and carts moving at a slower pace, being heavily laden with barrels from the wharves; and here are rattling gigs which perhaps will be smashed to pieces before our eyes. Hitherward, also, comes a man trundling a wheelbarrow along the pavement. Is not little Annie afraid of such a tumult? No; she does not even shrink closer to my side, but passes on with fearless confidence, a happy child amidst a great throng of grown people who pay the same reverence to her infancy that they would to extreme old age. Nobody jostles her: all turn aside to make way for little Annie; and, what is most singular, she appears conscious of her claim to such respect. Now her eyes brighten with pleasure. A street-musician has seated himself on the steps of yonder church and pours forth his strains to the busy town--a melody that has gone astray among the tramp of footsteps, the buzz of voices and the war of passing wheels. Who heeds the poor organ-grinder? None but myself and little Annie, whose feet begin to move in unison with the lively tune, as if she were loth that music should be wasted without a dance. But where would Annie find a partner? Some have the gout in their toes or the rheumatism in their joints; some are stiff with age, some feeble with disease; some are so lean that their bones would rattle, and others of such ponderous size that their agility would crack the flagstones; but many, many have leaden feet because their hearts are far heavier than lead. It is a sad thought that I have chanced upon. What a company of dancers should we be! For I too am a gentleman of sober footsteps, and therefore, little Annie, let us walk sedately on.
HAWTHORNE	"Here, here is the spot!" cried the two lovers, with one voice, as they reached a level space on the brink of a small cascade. "This glen was made on purpose for our temple." "And the glad song of the brook will be always in our ears," said Lilias Fay. "And its long melody shall sing the bliss of our lifetime," said Adam Forrester. "Ye must build no temple here," murmured their dismal companion. And there again was the old lunatic standing just on the spot where they meant to rear their lightsome dome, and looking like the embodied symbol of some great woe that in forgotten days had happened there. And, alas! there had been woe, nor that alone. A young man more than a hundred years before had lured hither a girl that loved him, and on this spot had murdered her and washed his bloody hands in the stream which sang so merrily, and ever since the victim's death-shrieks were often heard to echo between the cliffs. "And see!" cried old Gascoigne; "is the stream yet pure from the stain of the murderer's hands?" "Methinks it has a tinge of blood," faintly answered the Lily; and, being as slight as the gossamer, she trembled and clung to her lover's arm, whispering, "Let us flee from this dreadful vale." "Come, then," said Adam Forrester as cheerily as he could; "we shall soon find a happier spot." They set forth again, young pilgrims on that quest which millions--which every child of earth--has tried in turn. And were the Lily and her lover to be more fortunate than all those millions? For a long time it seemed not so. The dismal shape of the old lunatic still glided behind them, and for every spot that looked lovely in their eyes he had some legend of human wrong or suffering so miserably sad that his auditors could never afterward connect the idea of joy with the place where it had happened. Here a heartbroken woman kneeling to her child had been spurned from his feet; here a desolate old creature had prayed to the evil one, and had received a fiendish malignity of soul in answer to her prayer; here a new-born infant, sweet blossom of life, had been found dead with the impress of its mother's fingers round its throat; and here, under a shattered oak, two lovers had been stricken by lightning and fell blackened corpses
HAWTHORNE	filled with graphic illustrations of the volume of his memory which genius would transmute into its own substance and imbue with immortality. He felt that the deep wisdom in his art which he had sought so far was found. But amid stern or lovely nature, in the perils of the forest or its overwhelming peacefulness, still there had been two phantoms, the companions of his way. Like all other men around whom an engrossing purpose wreathes itself, he was insulated from the mass of humankind. He had no aim, no pleasure, no sympathies, but what were ultimately connected with his art. Though gentle in manner and upright in intent and action, he did not possess kindly feelings; his heart was cold: no living creature could be brought near enough to keep him warm. For these two beings, however, he had felt in its greatest intensity the sort of interest which always allied him to the subjects of his pencil. He had pried into their souls with his keenest insight and pictured the result upon their features with his utmost skill, so as barely to fall short of that standard which no genius ever reached, his own severe conception. He had caught from the duskiness of the future--at least, so he fancied--a fearful secret, and had obscurely revealed it on the portraits. So much of himself--of his imagination and all other powers--had been lavished on the study of Walter and Elinor that he almost regarded them as creations of his own, like the thousands with which he had peopled the realms of Picture. Therefore did they flit through the twilight of the woods, hover on the mist of waterfalls, look forth from the mirror of the lake, nor melt away in the noontide sun. They haunted his pictorial fancy, not as mockeries of life nor pale goblins of the dead, but in the guise of portraits, each with an unalterable expression which his magic had evoked from the caverns of the soul. He could not recross the Atlantic till he had again beheld the originals of those airy pictures.
HAWTHORNE	When the preliminary prayer and hymn were over, the minister arose, and, having turned the hour-glass which stood by the great Bible, commenced his discourse. He was now well stricken in years, a man of pale, thin countenance, and his gray hairs were closely covered by a black velvet skull-cap. In his younger days he had practically learned the meaning of persecution from Archbishop Laud, and he was not now disposed to forget the lesson against which he had murmured then. Introducing the often-discussed subject of the Quakers, he gave a history of that sect and a description of their tenets in which error predominated and prejudice distorted the aspect of what was true. He adverted to the recent measures in the province, and cautioned his hearers of weaker parts against calling in question the just severity which God-fearing magistrates had at length been compelled to exercise. He spoke of the danger of pity--in some cases a commendable and Christian virtue, but inapplicable to this pernicious sect. He observed that such was their devilish obstinacy in error that even the little children, the sucking babes, were hardened and desperate heretics. He affirmed that no man without Heaven's especial warrant should attempt their conversion lest while he lent his hand to draw them from the slough he should himself be precipitated into its lowest depths. The sands of the second hour were principally in the lower half of the glass when the sermon concluded. An approving murmur followed, and the clergyman, having given out a hymn, took his seat with much self-congratulation, and endeavored to read the effect of his eloquence in the visages of the people. But while voices from all parts of the house were tuning themselves to sing a scene occurred which, though not very unusual at that period in the province, happened to be without precedent in this parish.
